target,texts
1,They have a big place with a good view on it. They also have some 3D places so we can take photos there.
1,"Location is near from Solo. There are transport museum, 3D trick eye museum, upside down world, and historical building (that is the most i love . "
1,"Good place with old sugar factory building, there is small museum for few old car and motorcycle, 3D photo background, omah kwalik (reverse house) and outdoor park. Mostly people come here just for take photo for 3D background."
1,Enjoy and Nice
1,We've come here during the lockdown so it feels like we were doing a private tour for a while nice estate they have there
1,Nice place for taking pictures and spending your time with your loved ones. My daughters loved to take picture with the owls.  
0,honestly for IDR 35K it is quite pricey.
1,"Very Nice place, Many spot for take a nice picture, Recomended."
1,"Nice place, memorable view,nice employee "
0,the ticket is a little expensive
1,"It's instagramable place, many spot for photos "
0,There's nothing inside
1,Better than expexted. The best attraction is the owl photo session. 
0,"It's under expectations. Hehe my bad, I expect things. But it really is."
1,This place is awesome. They have a big place with a good view on it.  
1,Such an amazing aged architecture
1,"Historical building, ex sugar factory. We can find a lot of instagrammable spot in outdoor area, transportation museum and 3D museum. "
1,"It was pretty nice experience, good spot for taking photos, and little visit to solo."
1,Nice place to spend time with your family 
1,"Nice place to hang out , there are classic cars  And awesome places to take some pictures."
1,"If taking picture   selfie is your game, this place is perfect for you"
1,Good place for taking your holiday with family
1,"Good place for taking pictures with old building, vintabe cars, 3D backgrounds and upside down themes."
1,Heritage Palace is a new 3D museum and is still under construction to be good. various kinds of beautiful and interesting paintings or drawings arranged along the way
1,"The new place for hanging out and selfie,  taking picture as much as you like."
1,One of the best spot to take photo shoot in Solo. There are 3D museum and upside down spot too. So many old car that you can take photos with. Must visit when you come to Solo.
1,Such a nice and affordable place to visit near Solo. The officers r so humble that they will really help you to take a good and nice photo in everywhere  
1,one of the cultural heritage buildings in Solo city that functions as a photo spot with a Dutch building style
1,"Great place to take a photo session  but. It's like the ancient place in Europe. There were 3D art background, upside down art, the cars display, and heritage park that we could use them to take a photo. "
1,This places is absolutely worth a visit.
1,Remarkable Very suitable for family vacations and tourists 
1,Not a roomy space and layout here but designated decoration is still good for parents and kids to explore here on weekends or holidays.
1,An interesting and much-of-knowledge place to visit. Visitors are able to see many types of fish in this two-floor aquarium. 
1,Loved places like this.
1,A lot of animals
1,"Visited on a weekday morning, it was nice, not many people and we spent quite some times on the Touch Pool. 
"
1,Nice place for a family vacation. The entrance ticket price is very affordable so do not worry.
1,"Buying premium tickets will be worth it, enjoy the aquarium all day long with some going-out opportunities repeated until 2 pm "
1,"Everything is great There's a lot animal and fish, including otters and penguins "
1,"Love spending my time here. Despite the are is not that big, but they have a lot of species, from salt water fish, fresh water fish and even the land animals."
1, Many cute and unique sea creatures that I haven't seen. My favorite spots are the big fishes aquariums and the jellyfishes aquariums.
1,"I saw that the Jakarta Aquarium had a lot of good reviews and I love aquariums, so I booked tickets"
1,Speechless  You can find Lots of animals in this place. Well maintained animals.  
1,Perfect place if you want to spend time with family or best friends.Free ice tea for all ticket.
1,the tickets are also available online through application and website.  
1,"The aquarium is nice, showing variety of land and water animals. You can take photos and have them printed along with the special frames.  "
1,"Here is indoor aquarium and safari, so it’s comfortable to watch them."
1,went on an Aquarium date and it was so fun they have this mission program that you can do (basically you need to get five stamps on five different locations by finishing a challenge) and u will get a gift at the exit.
1,Our family went to the aquarium along with some friends of ours and thoroughly enjoyed our experience there. X
1,A great place to spend time with young children in the comfort of air conditioned space. There are plenty activities for children and the staff are very helpful
1,It was worth the money though
1,A very well decorated kind of Aquarium. They have a good variety of fishes and animals. Place are clean and does not smell. 
1,"The place is located on a bottom level of a mall. The exhibits are neat, beautiful, and the fishes collection is splendid, although the place itself is a bit small compared to a zoo"
1,"Amazing place. It's like Sea World but it's in the mall, even better"
1,"A new experience you should try. You could learn a lot of things about marine life’s. There is thousands of fishes you could see and you could experience some more events like mermaids show, feeding time. "
1,"Giant sea aquarium in the mall. They got set of sea fishes, reptiles,  jelly fishes even to Lemur, yes you got King Julian Madagascar family here"
1,"Jakarta Aquarium and Safari, is a mini-aquatic-experience in West Jakarta located in Neo Soho Mall. It has beautiful and mesmerizing ocean view"
1,"i went here for a date and its the perfect place for a romantic outing, however the amount of animals are a bit lackluster as there isnt much to see, "
1,a great place for family to spend time and relax for a while.
0,"I visit furing Asean Youth Creative Industry Fair 2015, bad experience"
0,Foodstreet to crowded 
0,Terrible. So many street vendors. So dirty
1,Very Good
1,Nice
0,So crowded and messy.
0,Dirty
0,Not interested 
0,"I've never been interested in going to the old city, the roads are complicated, traffic jams, weird, smells of urine, not really, "
0,I haven't been here for years and nothing has changed
0,"Sadistic, the parking is 10 thousand, it's like parking in a five-star hotel, unscrupulous dogs,, there must be someone who wants to back this up,,,  ."
0,"The driver was sleepy, all the way he complained that Yogya had only walked 40 km. It should have arrived at 04.00, arrived at 8 o'clock even though I used insurance."
1,It's cooler now  According to the slogan.
0,"The buskers beggars beg in an impolite way Force to ask Don't give it, don't want to go Please, please, the authorities take care of normalize it from buskers beggars. Uneasy "
0,"Please help the security officers, about the annoying buskers especially if they haven't been given money they won't leave and there are also buskers who speak inappropriately."
0," unfortunately there are a lot of buskers who disturb by force, almost every 5 minutes the buskers come, so it's easy to come there again, "
0,"Parking for the motorbike costs around 10 thousand, but only 15 minutes, DISUB OFFICIALS MUST BE IN ORDER"
0,I just don't understand the officers guarding the entrance gate opposite the station. 
0, I am very disappointed as a visitor
0,"One star for buskers, please if possible this area is sterilized from them, it's troubling"
0,"New year parking 10 thousand, more expensive"
0,It is better not to go through the streets around the old city because there is widening of the sidewalk
0,"It's bad that the old town is now a mess, the streets are narrow. Lots of development. So it's cramped instead"
0,"Very disappointed with the guard, if it's closed, you can say good things, but instead the words don't deserve to be said "
0,"Seedy, really noisy, dirty, lots of buskers, expensive food"
1,good happy
0,"If you go to the old city, don't forget, friend, ""bring some change, because there are a lot of buskers there who are like mosquitoes, every few minutes they keep coming,"
0,The busker really disturbs the atmosphere
0,"When you take a photo in the car, you pay 3x the fee, you're already forced if he's the one who took the picture, it's bad"
1,The old town is getting prettier
0,The closing hours are not clear
0,"Please, the local government there is a busker who is there. They make a living by forcing us to give money.  "
0,"Don't come here when it's a holiday, like the market is shocked"
0,"if outside the buskers are like thugs, it's really annoying  I swear"
1,"A suitable place to relax and gather,"
0,it's not really clear. So it's not good to be traumatized here
0,"Buskers outside the old city area, if you don't get angry, "
0,The parking is expensive
0,Less attractive for out-of-town tourists if you only see the old city. 
0,"A lot of crowded buskers don't feel comfortable sitting back or eating, only 1 mouthful of buskers continues, "
0,"Actually the historical value is very good and becomes a tourist magnet, "
0,"I'm disappointed, it's only been 15 minutes and it's still late and I've been told to disperse"
0,It's really not fun with buskers who disturb the holiday atmosphere. When it's time to eat 2 there are definitely buskers.
0,Uncomfortable with buskers makes me uncomfortable
0,All entry is paid. 
0,"All sidewalks are used to sell street vendors  VERY CLOCKED, sultry, DIFFICULT TO WALK  Please don't allow the Provincial Government to let it go   Fix it soon"
0,The best place to refresh
0,It's too crowded   there are so many visitors
0,Trash cans are rare
0,Very Very Dirty lots of garbage left by visitors
0,.there are a ton of trash can be found in here
1,there is a prayer room for adequate car parking and a cool atmosphere on the edge of rice fields
1,"comfortable place, "
0,Dingy dark and scary
0,I have reminded other visitors to turn down the volume but they are still annoyed with the result of waking up late because at 3 in the morning I can only sleep.
0,"but he couldn't even sleep because of the tent next door with a really big sound system, and then dangdutan until 3 in the morning."
1,Cheap but comfortable
1,"especially on the north side, enjoy the peak of Merapi"
0, the facilities are still minimal 
0,a bit unclear 
0,so the money goes into their own pocket or goes into the regional treasury; 
0,visitors pay but there is no proof of the ticket 
0,Soto 2 100 thousand very expensive
0,but very expensive to eat there
1,cools our hearts
1,"Koangat hill is very beautiful, amazing, charming, "
0,Nothing to see or do. Not even a dining area
0,VERY NO AWARENESS
0,too lazy to come
0,there are no free toilets
0,and objects that look so ordinary
0,but the wet tour (we chose this option) itself wasn’t so exciting
0,We didn’t get the “wow” effect when visiting.
0," The offroad track that should be wet, was just a former sand mine (?) that filled with water from rain the night before and gave only a little splash  on us"
0,But it is recommended for family or firstimer
1,I still think it's a great thing to do
1,Our guide and driver Fundi was great 
1,he is going to make awesome pictures and videos 
1,"The drivers are all experienced and trustworthy,"
1,"You'll get a good view of Mt. Merapi, the active volcano in Jogja, on a clear day from ~4km distance"
1,There were amazing photos taken by well experienced hosts who REALLY made efforts with the camera phones
1,clean from trash
1,Another thing that is very unfortunate is the semi-permanent buildings that sell food. 
0,not satisfying at all.
0,"dirty, lots of trash, lots of itchy ants (geni ants)"
0,But where is the trash?
0,Very many visitors
0,but unfortunately the street vendors are not well organized so it's chaotic
0,"there are buskers, please make visitors to the old city more comfortable than wild buskers"
0,City and provincial governments should fix the old city so that it is more productive and beneficial to the community.
0, it's just that everyone is disturbed because every 3 minutes there must be a busker approaching  and some of the buskers are not friendly (forced)
0,Why don't we just hang out there with the buskers? Please give a proper place so that tourists are not disturbed. We are eating at sodorin where their money is very disrespectful.
0,"Sometimes when we have apologized, sometimes his mouth is babbling impolitely. Even though his friend or another busker has been given to him."
0,Operational hours (closed) do not follow the schedule (for the fatahilah museum). 
0," feeling disappointed, we went home."
0,". I don't know who is inconsistent with the museum's operational schedule, whether it's the cashier or the security guard."
0," but the visitor culture is  very uncultured, visitors are very disorganized in disposing of trash"
0,"he results are good, he took it himself"
0,A place that has been made beautiful so it looks RUMBLE. Garbage everywhere 😵.
0,Too bad it makes you uncomfortable.
0," you have to give them uncleanness and if you don't give them you won't go away"""
0,"Not even enjoy, but stress stuffy"
0,The rules are not clear.
1,The rest is okay
0,"it's just a shame that the officers are incompetent like that. The intention is refreshing, so it's annoying, the tone of speech is very sharp"
0,"When I arrived, the officer said he couldn't enter through the gate, told me to go around through the door which was ±5 - 7 minutes away."
1,"The place is good,"
0,"for those who are not familiar with buskers, let alone every 5 minutes, don't come there before the government disciplines the buskers"
0,"So later there will also be an impact on the old city because of people who are troubling as a result, the tourist attractions of the old city are starting to decrease because of the buskers themselves"
1,Mantapppp 
0, It's crazy to endanger passengers like this   just close this place
0,"give up in the slum area, buskers are loud, they say sorry don't want to go, so rich in palak"
0,"very unfriendly for the environment around the currency, disturbing the holidays so it's not comfortable."
0,"not enough tables, the food is just ordinary, small portions, expensive prices"
0,"buskers come every 3 minutes, and immediately put the money container in front of the face, force it too"
0,parking pay to street children and the price is shot.
0,"it's useless to have a governor, the governor has a team of experts, it's a waste of money for human salaries"" brainless"
1," this is the second time I visited this place, and for sure there are more animals than my previous visit.  "
1,yes the aquarium has a big tank and its amazing to look at 
0,but there is only a singular  
1,Great concept.
1,The view is no joke. It's very beautiful and the wind is breeze.
0,There are a lot of plastic and coconut husk in several spots that ruin the view.
0,Whoever the management or any parties on duty need to be strict to the visitors to not litter. 
1,. There are also some local attraction including ATV riding and sand pool. 
0,It has been scattered
1,this place is perfect if you want to chilling and don't forget to bring your picnic equipment under the cemara trees
1,"still we can see sea, sky, tree, and sand because that what beach provided."
1,A lot of tree canopy shades is good for shelter from sunlight.
1,Not too crowded when visited but still many people around. 
1,the sounds of wave that hitting the shore and the feels of the sands on your feet will make you relaxe and relieve
1,"You can also take photos among the pine trees, lots of places to eat too and a fresh fish market."
1,In addition there is a swimming pool for children. 
1,"Here is a large parking lot, lots of clean public toilets and a prayer room. "
1, I think we were quite happy hehe. 
1," So, i guess i like this beach."
1,"The cookings were delicious, the price is affordable"
0,Most of the stalls were closed at that time
1,"Not to noisy and pretty clean, and near enough from the city."
1,"The pine tree is shady, the beach sand is black, and there is many stall here"
1,"There is mosque, small pool for the children, and man made tree cave. "
0,It is very disappointing that there are no special children's rides
1,"Let's take the holiday there, taking photo's, memory and making a journal of journey"
1,For admission tickets we only spend 13000. Three thousand for park and the rest to vacation ticket area. It's very cheap 
1,Its so wonderful place  right?
1,you'll still get a breeze of wind and no distraction from other visitors while enjoy the ocean view.
1,I still could find lots of rubbish scattered on the beach
1,A beautiful beach where pine trees thrive well forming cave-like tunnel. 
1,"This beach had market who sells fish, vegetables,and fruit. They also have mini pool. The ambience was good and the market quite complete"
1,It is not nice. 
1,But those only make confusion on the tourist development concept. Car and motorcycle can get inside. 
1,"There are other attractives sites such as foodstall, pine trees and some performance stage. "
1,"Honestly, i love this beach more than Parangtritis beach."
1,A lot of Cemara trees that make this place not too hot and not too windy
1,"My driver also acted as my guide,we had tons of informations from him,thank you sir."
1,I recommend you to take the long trip in the morning because the air still fresh.
1,We are invited along the beautiful nature. We ride a jeep car along the area around Merapi
1,"Love it, one of kind tour, and definitely a MUST go place and MUST DO trip"
1,"We stops at several places, tour guide are fun, relax, friendly and helpfull, all you would expect from jogjaneese  people  "
1,"Have fun with your family, or coworkers or friends in this adventure You will appreciate about what happened in Jogja at that time."
1, You can choose the package and for how long this jeep tour goes
1," you will get the local scenery, museums of what left behind after a huge earthquake"
1,the bumpy track to the bunker and picturesque scenery during the trip will make you stunning. Short Trip is IDR 350.000 would be enough.
1," a cool atmosphere and very beautiful scenery, perfect for those of you who love the beauty of nature and mountains "
1,"Some of them has really amazing Photography skill, fortunate enough to have them to be yours guide and driver"
1,They really made sure you got good experience while touring rocky place
1,Note that this tour is to learn something or the aftereffect of Mt. Merapi 
1,The driver is friendly and a great photographer
1,"sure, will be back again to work together :)"
1,Thank You very much for your corporation
1,it was amazing unforgettable experiences :)
1,We had a fabulous day in Merapi Lava tour with long trip and lunch
1,I myself enjoy this place much. Probably also because my jeep driver was really humble
1,"About the tourism spot. They are museum about geology and mitigation, building that are left due to Merapi eruption, offroad track for jeep, photogenic place, etc."
1,The driver of the jeeps will guide you there with great explanation.
1,Building is old and unique.
1,it's good to take picture with it.
1,The building is good
1,but it's too many people around that makes it hard to take photos
1,There are also upside down room where you can take photos of upside down interior
1,They also have some 3D places so we can take photos there.
1,Their employee is very nice too. You can ask them to take pictures of you.
1, I think this olace is so unique and you can see many old cars here and tak a pictures with it. Really recommended
1,Nice place to having fun with friends or family. The staffs are also nice and friendly.
0,"Tickets is quite expensive, i think they should improve the service, maybe put AC inside the museum, and more restroom"
0,The only reason I gave 4 star is because there's owl photo spot which (IMO) is animal abuse :(
1, worth it
0,The ticket was a little expensive
1,Also many employees there help us to take a photo. Mantaapp pokoke 👍  
1,Bring your kids and have an amazing time here.
1,You can touch a snake or hold a hissing Cockroach. Very fun for the kids.
1, it's easy to spend a few hours here looking.
1,The aquariums are clean and impressive with exotic fish and other species.
1,They look good and well-fed by the management.
1,"Good service, show, explaination by the team. Well done  Some good spot specially designed to take picture."
1,"For the price, it was well worth it to spend a few hours and explore all the exhibits."
1,The feeding show was also educative and fun.
1,"With paying one time only, you can enjoy this time as long as you want. This give me so much satisfication and excitement."
1,"The staff was very nice and friendly, explain everything we ask."
1,Can learn a lot of thing about the animals here.
1,but photo package and souvenirs are pricey.
1,"Fishes and other animals collection were great, staff were wonderful, "
0,"It's getting crowded after lunchtime, not comfortable with the viewing or even just walking around."
1,"on the second floor there are so many variety of exotic land animals and amphibians, also stingrays."
1,They also have seats inside if you want to rest after taking a long thousands steps viewing around the area.
1,The 5D experience is awesome. 
1,The fishes and other animals inside are quite interesting
1,Enjoy the weekday going there because fewer people visit the aquarium so it will be more comfortable for the children to enjoy the show or ask the guide there.
1," the ticket price were pretty much affordable and the staff we're really nice, one of the most recommend place to visit in weekend"
1,They have some performances that you can enjoy such as the mermaid performance and penguins feeding.
1, There were a lot of interactive events and food being sold around the two floors.
0,. I do not recommend you to buy premium ticket because I see no difference between premium and regular ticket
1,You can have touch and feel five animals. Mermaids show are interesting for the kids.
0,The only thing is the crowd. There was no cap  limit as to how many people can enter so during holidays it gets really really crowdes.
1,"The show is very powerful, using both the stage and the aquarium."
1,Several animals can be touched. It’s very exciting experience for my children.
1,Souvenirs are expensive as the same-kind of places
1,We bought the tickets on the spot which is a bit expensive than on the web or apps 
1," Even for the safari there isn't many animals, just some small wild creatures."
0,what about the animals? Some of them look terrified and stressed. Please pay attention to this.
1,"It was a new experience and great for us to see the animals contained in their special cages,"
0,"There is some segment of the aquarium and safari that was too dark, if it is okay, please install some kind of floor lightning to guide visitors"
0,Please add more employees patrolling the area to help visitors with information and explanation.
1,The service was really good
0,but I think improvement is still needed. 
1,Suitable place for a family trip and a place to learn about animals.
1,Numerous land and aquatic animals.
1,Unique display and interior design that gives visitors a whole new experience.
1,"The place was full of wonders. Well, for someone who doesn't go out much, seeing fish, jellyfish, meerkats, lemurs, otters, and other animals was wonderfu"
1,It was a pleasant experience. Fortunately the place was not that big so it didn't even took us an hour to check out all the animals. 
1,Teams are all friendly and the place can still be enjoyable despite the weekend or holiday crowd.
1,10 10 worth your time and money.
1,"I saw animals, fishes and other sea inhabitants I would've never seen had I never gone here."
1,"overall a nice experience, u can visit this place with either your friends, partners or family"
1,this is quite a fun experience for those in the Jakarta area.
1,A fun experience for the whole family 
1,The penguin feeding event was also fun to watch 
1,My son especially loved the scuba divers he got to see in the giant aquarium and the 5D submarine experience. 
0,"Traders are not friendly, food   drink prices are expensive"
1,"English-Indonesian translations are available here. There was also a Mermaid Show in the afternoon, so make sure you don't miss it."
1," If you go here with your friends, you can take a lot of nice photos I totally had fun and enjoyed my experience here "
1,"Going here with kids is highly recommeded as children can learn what's in underwater, see many colorful decorations, and try new experiences with the various fish."
1,First time coming here the many attractions and interactive educational place too
1,. I really recommended this place for a family time or just having a time of your life. The staff was so kind and friendly
1,"This place excite me with the feeding times of the animals, penguin parade, and the mermaid drama."
1,10 10 Fantastic
1,"keep going, we enjoy our time in there "
1,i hope the ticket price is match with the maintenance and creative idea of the management.
1,the other area is a 3D camera trick photo spots. so various and creative backdrops you can take pictures with.
1,"inside the building is a museum of some antique cars, of various year and types. you can take pictures here with various backdrops behind them."
1,but it's not cheap for local or domestic 
1,"Really fun adventure, I highly recommended it"
1," Outdoor is an heritage look (old building like Hollander Emperor's palace) while indoor offers transportation museum, 3D museum and updown house's furniture."
1,". In my opinion, the building is indeed attractive and beautiful"
0,"but during the day, it feels very hot"
1,The 3D space and the upside down house are also quite interesting.
1,"the dining area is also good and spacious, lots of food choices."
1,"   if you're tired and hungry, just stop by the food court, the food is delicious and the prices are standard in tourist attractions."
0,below my expectations.
1,"The outdoor side is good, the building is nice to be used as background. "
1,"Still it's a good place to go with family, to take a lot of pictures not only inside of the building but also outside. "
1,a lot of empty space and the indoor 3d spot can't fascinate me enough
0,", the ticket price is quite expensive"
0,"The indoor is equipped with some old-but-not-attractive cars, and also dirty and damaged 3D photo spot, then also some upside down spot which also quite dirty."
0,"indoor area not good enough, "
0, Paid an underwhelming 
0," Transportation museum is just a few old cars, surely not big enough to be considered a museum"
1,"Looks pretty from the pictures, "
1,The pictures look great and real 
1, The guides will help you to make a good pose and to take the picture.
1,Really recommended
1,I think this place is so unique and you can see many old cars here and take a pictures with it. 
1, Their employee is very nice too. You can ask them to take pictures of you. 
1, I think is good if you would to come here in the afternoon.
1,Nice recommended for you and whole the family if you visited to Solo.
1,But worth it 
0,Ticket is little bit pricey 
1,A must visit place when you come to Solo 
1,During our visit there there was pak Lukito who helped us take pictures and it turned out the pictures were lovely and the man was also very helpful and very patience in directing us. Will come again next time
1,that was quite nice to see
1,"One thing that was interesting : there were some representatives for an owl-loving community and you can take pictures with some owls there, there were som goose and white doves, too  "
1,Come and give it a try. Enjoy.
1,You can not only find the animals from aquarium but others in rain forest. It is a mini safari for you to visit
1,And also nice outdoor area and ethnic. You can simply take the selfie pic with some beautiful owls.
1,. There are so many photobooth you can choose to just take some awesome 3D pics. 
0,"I think all the facilities here are overprices, foods, games, etc."
0,there is a broken playground
0,"The road in the park is very uneven, so my nephew fell to bleed"
0,"Lots of mosquitoes, smells of garbage, the post is not friendly"
0,Sellers often deceive innocent customers. 
0,"Bad animal. Galak said he was tame, the price was also high"
0,This is the mentality of sick nursery workers
0,All mafia parking
0,Extortion wrapped in parking
0,The tickets requested are very different!
0,There is no strict action for people who smoke
0,there are no officers to control it
0,The security is not polite 
0,this time I'm disappointed. 
0,It's a shame the distance between the highway and the statue is too short 
0,Unfortunately it's fenced in with thorns...makes it ugly
0,There is a lot of plastic waste around it. Please clean up
0,Lots of photo scalpers
0,many mosquitoes
0,They looked abused and neglected and it was heartbreaking to see
0,Horrible. The animals were in terrible shape and looked like they haven’t eaten in days.
0,This is absolutely cruel.
0,Please do not support this place in any way. 
0,The enclosures are dirty and small.
0,This zoo is also known as “the zoo of death” and that already says enough about this place. 
0,SHAME! DONT CALL YOURSELF HUMANS!
0,SHAME ON THE PEOPLE WHO RUN THIS ZOO AND WHO TREAT ANIMALS LIKE THIS
0,SHUT DOWN THIS ZOO. 
0,What kind of vile creatures run this zoo and what kind of vile beings allow this zoo to exist?
0,I cant believe the pictures I have seen of animals in this zoo
0,a bear is so emaciated from lack of food that it does not look like a bear
0,It is heart-wrenching to see these poor animals begging for food from visitors their arms extending from those cages
0,Neglectful and sad the animals were sick an dying.
0,. If you have kids don't bring them here my son went home crying and scared.
0,. I wish I could give a 0/10
0,They were so mad they abused the animals and the animals are so skinny
0,This place is terrible and scary
0,it was horrible why would you do that to those poor animals and they don’t feel bad
0,I brought my 6 year old child here not knowing we would see animals that aren’t in healthy shape
0,bad place to even have open for business those animals deserve better!
0,ABSOLUTELY DISGUSTING Y'ALL PEOPLE WHO OWN THIS ZOO ARE MONSTERS
0,I HATE YOUR ABUSING YOUR ANIMAL SOMEHOW YOUR STILL OPEN
0,"THE ANIMALS ARE ABUSED,BEATEN, STARVED,HUNG AND HAVE HORRIBLE CAGES AND INCLOSURES"
0,SO DISTURBING AND THE FACT THAT YOU'RE LETTING CHILDREN SEE THIS IS ABSOLUTELY JUST AWFUL I CAN'T BELIEVE Y'ALL DECIDED TO JUST ABUSED YOUR ANIMALS 
0,The animals just looked sad. 
0,One of the staff members gave me the middle finger when I tried to ask for help.
0,"My kids did not enjoy this, I did not either."
0,This zoo is abusing the animals and it's other name is the Death Zoo
0,what's wrong with that?
0,We have to shut this place down
0,you will see hundreds of starving and dieing animals.
0,We have to stop this zoo
0,Animals are kept in small enclosures and abused.
0,Absolutely cruel.
0,This zoo is horrible most of the animals have diseases and they get abused do not recommend at all
0,This place is absolutely disgusting.
0,Everything and the basketball courts are being cleared to make money
0,"The staff service is not good, even though the entrance fee is the same as in a mall"
0,lost helmet here very sad experience
0,"The first time I came here, I got a bad experience, the helmet was lost"
0,it was enough just to come here and I don't want it anymore.
0,"The helmet is missing, the officer is very rude and stupid"
0,lots of theft all items lost
0,The entrance needs to be repaired
0,There is no electricity.. it's dark at night... I can't see anything..
0,Disappointed because it hasn't been opened yet.
0,Jamet's contents are all tired
0,"Rest areas are lacking and the service isn't fast, besides, parking areas are limited"
0,"It's bad, it doesn't match what's being promoted"
0,"The parking is not neat, the place is not neat"
0,Not as expected
0,need improvement with ticket system
0,Parking is difficult and one has to cross the twin railroad tracks on foot
0,it's tarnished by the children or youth of the local residents whose attitude is a bit annoying and disturbing too
0,Its basic little park nothing special and very dirty no discipline around the park lots rubbish
0,the traffic crowded with car and motorcycle. So not comfortable for jogging.
0,Bad
0,There's a lot of trash strewn about
0,The cs answer when asked is disappointing
0,"even though it's built, cleanliness is still zero"
0,Lots of jail hands
0,"No food here, new design is sucks"
0,Not many to See.
0,Very dirty place
0,nothing worth to see!
0,Now it has not been maintained
0,"Not maintained, bike sky is useless, never used"
0,"the end is broken, the toilet is dirty and not feasible"
0,Many of those who are dating act immorally
0,This place is full of people trying to scam you.
0,This is the worst management for a unique park
0,No regulation
0,No facilities for the tourist
0,Very dirty and badly equiped rooms
0,i saw a rat in my room
0,Personel unpolite that tried to trick my organizing bromo excursion
0,Beware with illegal Reantal hard top here!
0,attracts retribution also seems rude and very uncooperative
0,trash everywhere
0,Unprofessional manager.
0,Such a dump
0,This is the worst beach that I saw in my lifetime
0,how come people can stay surrounded by garage everywhere
0,Do not recommend and would avoid.
0,"It's definitely not a blue, transparent and clean image like the picture."
0,Too many people selling stuff and bothering while trying to relax at the beach
0,The beach has nothing special anyway.
0,So I’m definitely NOT coming back here.
0,"Extremely dirty place with dark muddy water, rubbish in the water and on the sand. "
0,Filled with clingy people who are agressively trying to sell you their service and keep attacking foreignes every 20 seconds
0,You can't relax in peace
0,horde of local sellers will keep bothering you until you run away to your hotel
0,The dirtiness is unreal tones and tones of rubbish and seems to be the same all over
0,Absolutely nothing worthy to see.
0,One of the worst beaches I have ever seen.
0,Another beach full of rubbish and unpleasant to lie on. 
0,Totally overrated place. Lots of garbage
0,Not suitable for sunbathing. 
0,You will be bothered by the most anoying selling guys on the planet every second
0,Great aquatic view ruined by thr pollution and trash on the beach.
0,"Also had a horrible run in with mafia-like locals running thr bathrooms, which is not government sanctioned."
0,full of trash
0,here is the dirties beach I've ever been in whole life
0,Sand was all gone and replaced with mountains of rubbish.
0,unfortunately covered in trash and hustlers are a real nuisance.
0,Never seen such a dirty beach in my entire life
0,i dont understand why the local government isnt doing anything to sort it out
0,so so sad
0,"Absolutely awful,didnt even dare going into the sea"
0,"Super dirty beach, hard to access from town."
0,a complete mess.
0,Avoid at all costs. There is so much trash its incredible.
0,"Disgusting, the amount of rubbish is incredible"
0,"Crowded, hot, not suited for children"
0,There are many thefts 
0,The parking attendant is corrupt
0,Personally I feel disappointed and ripped off
0,The malevolent school children annoyed me as well.
0,it was very painful to watch them keeping big birds in small cages
0,Not to forget it is quite small. Not worth the money.
0,I am giving one star because it is too expensive for what it is
0,I HATE PEOPLE WHO’S ABUSING OTHERS!!
0,Disappointing and depressing
0,The birds are NOT looked after here
0,Waste of time.
0,"Very overpriced 400 000 IDR, crazy"
0,They are scamming people and giving people different prices
0,The ticket is very expensive
0,I'm very angry
0,Worse park
0,"The food was ""yuck"" actually yuck ."
0,I hate getting gouged!
0,DO NOT GO THERE
0,This park is small and like the bali zoo and safari park is way over priced.
0,Some of the birds live in horrible conditions with shows that scream and disturbing the birds
0,Not a happy place
0,Bad service of the guides 
0,we did not go inside because the price was so ridiculously high.
0,Boring and waste of money
0,entrance fee is toooo much
0,"Not going in at that price, what a rip off."
0,Too expensive considering the quality of this garden
0,Found a dead bird in one of the enclosure
0,"Expensive place and they have people outside in motorbikes that follows you around pushing you to enter the place, the worst experience"
0,Super expensive to get in so we didn't bother
0,The biggest mistake for an animal lover. Sad image of animal imprisonment.
0,So sad. No is a good place. The animals was so sad.
0,Overpriced. Entrance fee is over
0,very high fees for the ticket !!
0,For that price... Scam
0,.​ It​ is​ cheating and​ lies. Horrible experiences.​
0,We didn't like it
0,Very expensive park for seing literally nothing
0,I personally think this place is going to die soon
0,"The park is old, the net and surroundings not well maintened"
0,the gardener is not takeing care about the flowers much
0,"the buildings are not renovated, toilet is not clean"
0,Absolutely fo not recommend!!!
0,Not a good experience
0,"Absolutely horrible, do not waste your time and money going to this place"
0,they will try to sell you overpriced stuff we wanted to be nice and help as we were told the place was ruined by the pandemic
0,she forced us to go to an atm we said our cards didn’t work and she still wanted to force our driver to pay for us so we can pay him later
0,What a horrible situation. Avoid that place if you can!
0,The tour was too short because there are some ladies at the entrance who pick-up every tourist and show you the place but they rushes you just to visit their shop
0,I was really dissappointed.
0,Most facilities are not maintained even some shops are broken by falling tree trunks.
0,Would avoid this place very run down
0,"Empty place, almost all the shops closed, the monkeys are fighting among themselves"
0,"Neglected place, a guide accompanies you and then takes you to his store to buy"
0,It's not worth going.
0,Really upsetting experience
0,. I felt very very uncomfortable immediately just due to that. 
0,It was a misery place
0,I got bitten by a monkey there.
0,the guide did not warn us about the danger of a bite 
0,"As others mentioned, at the end, the guides lock you in their shop to buy extremely overpriced souvenirs"
0,Small place with guide that does not speak English very well
0,Very boring place.Nothing much to see.
0,My passanger got cheat here.
0,they will try to sell everything with crazy price
0,"This place is a disaster, wouldn't go anywhere near it again."
0,I had a terrible experience 
0,"In one word, they are heartless."
